word_id,book,chapter,verse,word_rank,word,gap_type
10814,MAT,18,17,5,εἰπὲ,unmatched
9244,MAT,15,30,7,μεθ᾽,unmatched
9249,MAT,15,30,12,κυλλούς,unmatched
9254,MAT,15,30,17,ἔρριψαν,unmatched
9259,MAT,15,30,22,τοῦ,unmatched
9260,MAT,15,30,23,Ἰησοῦ,unmatched
16592,MAT,26,30,6,Ὄρος,unmatched
3660,MAT,7,26,20,αὐτοῦ,unmatched
10989,MAT,18,26,8,Κύριε,unmatched
10991,MAT,18,26,10,ἐπ᾽,unmatched
10996,MAT,18,26,15,ἀποδώσω,unmatched
9413,MAT,15,39,14,Μαγδαλά,unmatched
16748,MAT,26,39,16,παρελθέτω,unmatched
16749,MAT,26,39,17,ἀπ᾽,unmatched
16759,MAT,26,39,27,ἀλλ᾽,unmatched
17456,MAT,27,4,8,εἶπον,unmatched
17461,MAT,27,4,13,ὄψει,unmatched
11139,MAT,18,35,4,πατήρ,unmatched
11142,MAT,18,35,7,ἐπουράνιος,unmatched
11156,MAT,18,35,21,τὰ,unmatched
11157,MAT,18,35,22,παραπτώματα,unmatched
11158,MAT,18,35,23,αὐτῶν,unmatched
17593,MAT,27,13,5,Πιλᾶτος,unmatched
3846,MAT,8,9,9,ὑπ᾽,unmatched
11308,MAT,19,9,11,εἰ,unmatched
11316,MAT,19,9,19,καὶ,unmatched
11317,MAT,19,9,20,ὁ,unmatched
11318,MAT,19,9,21,ἀπολελυμένην,unmatched
11319,MAT,19,9,22,γαμήσας,unmatched
11320,MAT,19,9,23,μοιχᾶται,unmatched
4021,MAT,8,18,5,πολλοὺς,unmatched
4022,MAT,8,18,6,ὄχλους,unmatched
11475,MAT,19,18,7,εἶπεν,unmatched
5912,MAT,11,14,7,Ἠλίας,unmatched
13148,MAT,21,46,8,ἐπειδὴ,unmatched
13149,MAT,21,46,9,ὡς,unmatched
6044,MAT,11,23,3,Καπερναούμ,unmatched
6045,MAT,11,23,4,ἡ,unmatched
6047,MAT,11,23,6,τοῦ,unmatched
6049,MAT,11,23,8,ὑψωθεῖσα,unmatched
6051,MAT,11,23,10,ᾅδου,unmatched
6052,MAT,11,23,11,καταβιβασθήσῃ,unmatched
6057,MAT,11,23,16,ἐγένοντο,unmatched
6064,MAT,11,23,23,ἔμειναν,unmatched
1258,MAT,4,2,4,τεσσαράκοντα,unmatched
1261,MAT,4,2,7,τεσσαράκοντα,unmatched
15905,MAT,25,34,4,βασιλεὺς,unmatched
15914,MAT,25,34,13,πατρός,unmatched
13304,MAT,22,10,11,ὅσους,unmatched
13313,MAT,22,10,20,γάμος,unmatched
1001,MAT,3,6,6,ὑπ᾽,unmatched
1181,MAT,3,15,6,πρὸς,unmatched
1182,MAT,3,15,7,αὐτόν,unmatched
8437,MAT,14,15,8,αὐτοῦ,unmatched
13574,MAT,22,28,4,ἀναστάσει,unmatched
8596,MAT,14,24,5,μέσον,unmatched
8598,MAT,14,24,7,θαλάσσης,unmatched
8599,MAT,14,24,8,ἦν,unmatched
13692,MAT,22,37,3,Ἰησοῦς,unmatched
13693,MAT,22,37,4,εἶπεν,unmatched
13698,MAT,22,37,9,θεόν,unmatched
8735,MAT,14,33,6,ἐλθόντες,unmatched
8740,MAT,14,33,11,θεοῦ,unmatched
8741,MAT,14,33,12,υἱὸς,unmatched
13812,MAT,22,46,5,ἀποκριθῆναι,unmatched
13817,MAT,22,46,10,ἀπ᾽,unmatched
8894,MAT,15,7,3,Προεφήτευσεν,unmatched
16215,MAT,26,7,6,ἔχουσα,unmatched
16220,MAT,26,7,11,τῆν,unmatched
16221,MAT,26,7,12,κεφαλὴν,unmatched
9014,MAT,15,16,3,Ἰησοῦς,unmatched
3386,MAT,7,12,4,ἂν,unmatched
10718,MAT,18,12,16,ἀφεῖς,unmatched
10720,MAT,18,12,18,ἐννενήκονταεννέα,unmatched
16497,MAT,26,25,11,ῥαββί,unmatched
3533,MAT,7,21,7,κύριε,unmatched
3540,MAT,7,21,14,ἀλλ᾽,unmatched
3546,MAT,7,21,20,πατρός,unmatched
10901,MAT,18,21,3,αὐτῷ,unmatched
11066,MAT,18,30,12,οὗ,unmatched
17511,MAT,27,8,7,Αἵματος,unmatched
3765,MAT,8,4,9,ἀλλ᾽,unmatched
3772,MAT,8,4,16,προσένεγκε,unmatched
3777,MAT,8,4,21,Μωσῆς,unmatched
11215,MAT,19,4,5,αὐτοῖς,unmatched
11220,MAT,19,4,10,ποιήσας,unmatched
11221,MAT,19,4,11,ἀπ᾽,unmatched
11227,MAT,19,4,17,αὐτούς,unmatched
3193,MAT,6,34,11,τὰ,unmatched
12889,MAT,21,32,5,Ἰωάννης,unmatched
12908,MAT,21,32,24,οὐ,unmatched
5824,MAT,11,9,3,ἐξήλθετε,unmatched
5826,MAT,11,9,5,προφήτην,unmatched
13051,MAT,21,41,10,ἐκδόσεται,unmatched
15641,MAT,25,20,23,ἐπ᾽,unmatched
15642,MAT,25,20,24,αὐτοῖς,unmatched
5503,MAT,10,31,3,φοβηθῆτε,unmatched
15814,MAT,25,29,8,ἀπὸ,unmatched
15816,MAT,25,29,10,τοῦ,unmatched
15823,MAT,25,29,17,ἀπ᾽,unmatched
13222,MAT,22,5,5,ὁ,unmatched
13228,MAT,22,5,11,ὁ,unmatched
13230,MAT,22,5,13,εἰς,unmatched
912,MAT,3,1,7,Ἰωάννης,unmatched
8223,MAT,14,1,6,Ἡρῴδης,unmatched
8225,MAT,14,1,8,τετράρχης,unmatched
13372,MAT,22,14,1,πολλοὶ,unmatched
1064,MAT,3,10,3,καὶ,unmatched
8354,MAT,14,10,4,τὸν,unmatched
8355,MAT,14,10,5,Ἰωάννην,unmatched
13501,MAT,22,23,8,οἵ,unmatched
8499,MAT,14,19,7,τοὺς,unmatched
8500,MAT,14,19,8,χόρτους,unmatched
8501,MAT,14,19,9,καὶ,unmatched
13634,MAT,22,32,4,θεὸς,unmatched
13638,MAT,22,32,8,θεὸς,unmatched
13642,MAT,22,32,12,θεὸς,unmatched
13647,MAT,22,32,17,θεὸς,unmatched
8072,MAT,13,51,1,Λέγει,unmatched
8073,MAT,13,51,2,αὐτοῖς,unmatched
8074,MAT,13,51,3,ὁ,unmatched
8075,MAT,13,51,4,Ἰησοῦς,unmatched
8082,MAT,13,51,11,κύριε,unmatched
8659,MAT,14,28,6,εἰπεν,unmatched
8668,MAT,14,28,15,ἐλθεῖν,unmatched
8797,MAT,15,2,1,Δια,unmatched
8812,MAT,15,2,16,αὐτῶν,unmatched
16150,MAT,26,2,11,υἱὸς,unmatched
16268,MAT,26,11,6,μεθ᾽,unmatched
10574,MAT,18,7,1,οὐαὶ,unmatched
10581,MAT,18,7,8,γάρ,unmatched
10582,MAT,18,7,9,ἐστιν,unmatched
10590,MAT,18,7,17,ἐκείνῳ,unmatched
10591,MAT,18,7,18,δι᾽,unmatched
3477,MAT,7,16,11,σταφυλὴν,unmatched
12594,MAT,21,18,1,Πρωΐας,unmatched
12596,MAT,21,18,3,ἐπανάγων,unmatched
12790,MAT,21,27,5,εἶπον,unmatched
5752,MAT,11,4,9,Ἰωάννῃ,unmatched
5095,MAT,10,8,5,νεκροὺς,unmatched
5096,MAT,10,8,6,ἐγείρετε,unmatched
15413,MAT,25,6,6,Ἰδού,unmatched
15416,MAT,25,6,9,ἔρχεται,unmatched
15420,MAT,25,6,13,αὐτοῦ,unmatched
5243,MAT,10,17,1,προσέχετε,unmatched
668,MAT,2,13,4,ἰδού,unmatched
672,MAT,2,13,8,κατ᾽,unmatched
698,MAT,2,13,34,Ἡρῴδης,unmatched
15561,MAT,25,15,20,εὐθέως,unmatched
5411,MAT,10,26,1,Μὴ,unmatched
868,MAT,2,22,6,ἐπὶ,unmatched
872,MAT,2,22,10,Ἡρῴδου,unmatched
881,MAT,2,22,19,κατ᾽,unmatched
13288,MAT,22,9,10,ἂν,unmatched
981,MAT,3,5,1,τότε,unmatched
1161,MAT,3,14,3,Ἰωάννης,unmatched
8414,MAT,14,14,1,καὶ,unmatched
8416,MAT,14,14,3,ὁ,unmatched
8417,MAT,14,14,4,Ἰησοῦς,unmatched
8423,MAT,14,14,10,ἐπ᾽,unmatched
8424,MAT,14,14,11,αὐτούς,unmatched
13568,MAT,22,27,5,καὶ,unmatched
7988,MAT,13,46,1,ὃς,unmatched
15271,MAT,24,46,12,οὕτως,unmatched
8583,MAT,14,23,9,κατ᾽,unmatched
8153,MAT,13,55,8,οὐχί,unmatched
8165,MAT,13,55,20,Ἰωσῆς,unmatched
8722,MAT,14,32,2,ἐμβάντων,unmatched
8871,MAT,15,6,1,καὶ,unmatched
8874,MAT,15,6,4,τιμήσῃ,unmatched
8884,MAT,15,6,14,τὴν,unmatched
8885,MAT,15,6,15,ἐντολὴν,unmatched
8887,MAT,15,6,17,θεοῦ,unmatched
10385,MAT,17,25,4,ὅτε,unmatched
10386,MAT,17,25,5,εἰσῆλθεν,unmatched
3217,MAT,7,2,12,ἀντιμετρηθήσεται,unmatched
10486,MAT,18,2,3,ὁ,unmatched
10487,MAT,18,2,4,Ἰησοῦς,unmatched
3372,MAT,7,11,16,πατὴρ,unmatched
4839,MAT,9,30,2,ἀνεῴχθησαν,unmatched
4844,MAT,9,30,7,ἐνεβριμησατο,unmatched
2394,MAT,5,41,8,μετ᾽,unmatched
2813,MAT,6,15,7,τὰ,unmatched
2814,MAT,6,15,8,παραπτώματα,unmatched
2815,MAT,6,15,9,αὐτῶν,unmatched
2818,MAT,6,15,12,πατὴρ,unmatched
12519,MAT,21,13,14,ἐποιήσατε,unmatched
3008,MAT,6,24,24,θεῷ,unmatched
3011,MAT,6,24,27,μαμμωνᾷ,unmatched
12690,MAT,21,22,10,λήψεσθε,unmatched
3172,MAT,6,33,6,τοῦ,unmatched
3173,MAT,6,33,7,θεοῦ,unmatched
12862,MAT,21,31,11,αὐτῷ,unmatched
12864,MAT,21,31,13,πρῶτος,unmatched
12884,MAT,21,31,33,θεοῦ,unmatched
5029,MAT,10,3,6,Ματθαῖος,unmatched
5037,MAT,10,3,14,Λεββαῖος,unmatched
5038,MAT,10,3,15,ὁ,unmatched
5039,MAT,10,3,16,ἐπικληθεὶς,unmatched
15360,MAT,25,1,13,ἀυτῶν,unmatched
15363,MAT,25,1,16,ἀπάντησιν,unmatched
572,MAT,2,8,9,ἐξετάσατε,unmatched
15481,MAT,25,10,13,ἀὐτοῦ,unmatched
785,MAT,2,17,5,ὑπὸ,unmatched
15607,MAT,25,19,4,πολὺν,unmatched
15616,MAT,25,19,13,μετ᾽,unmatched
15618,MAT,25,19,15,λόγον,unmatched
15796,MAT,25,28,3,ἀπ᾽,unmatched
13199,MAT,22,4,9,Ἰδού,unmatched
13203,MAT,22,4,13,ἡτοίμασα,unmatched
13344,MAT,22,13,2,εἶπεν,unmatched
13354,MAT,22,13,12,ἄρατε,unmatched
13356,MAT,22,13,14,καὶ,unmatched
13357,MAT,22,13,15,ἐκβάλετε,unmatched
7724,MAT,13,32,25,κατασκηνοῦν,unmatched
1053,MAT,3,9,17,θεὸς,unmatched
8339,MAT,14,9,2,ἐλυπηθη,unmatched
8343,MAT,14,9,6,δὲ,unmatched
7889,MAT,13,41,3,υἱὸς,unmatched
15180,MAT,24,41,5,μύλωνι,unmatched
8488,MAT,14,18,3,εἰπεν,unmatched
8491,MAT,14,18,6,αὐτοὺς,unmatched
10289,MAT,17,20,3,Ἰησοῦς,unmatched
10290,MAT,17,20,4,εἶπεν,unmatched
10294,MAT,17,20,8,ἀπιστίαν,unmatched
10310,MAT,17,20,24,Μετάβηθι,unmatched
10311,MAT,17,20,25,ἔντεῦθεν,unmatched
18764,MAT,28,20,9,ἰδού,unmatched
18766,MAT,28,20,11,μεθ᾽,unmatched
18777,MAT,28,20,22,Ἀμήν,unmatched
2134,MAT,5,27,4,τοῖς,unmatched
2135,MAT,5,27,5,ἀρχαίοις,unmatched
2322,MAT,5,36,15,ποιῆσαι,unmatched
2451,MAT,5,45,5,πατρὸς,unmatched
2728,MAT,6,10,1,ἐλθέτω,unmatched
2741,MAT,6,10,14,τῆς,unmatched
3096,MAT,6,28,12,αὐξάνει,unmatched
3098,MAT,6,28,14,κοπιᾷ,unmatched
3100,MAT,6,28,16,νήθει,unmatched
12783,MAT,21,26,13,Ἰωάννην,unmatched
12784,MAT,21,26,14,ὡς,unmatched
12785,MAT,21,26,15,προφήτην,unmatched
487,MAT,2,3,3,Ἡρῴδης,unmatched
494,MAT,2,3,10,μετ᾽,unmatched
5223,MAT,10,16,1,Ἰδού,unmatched
651,MAT,2,12,3,κατ᾽,unmatched
656,MAT,2,12,8,Ἡρῴδην,unmatched
657,MAT,2,12,9,δι᾽,unmatched
5405,MAT,10,25,21,ἐκάλεσαν,unmatched
6980,MAT,12,44,3,ἐπιστρέψω,unmatched
859,MAT,2,21,12,ἦλθεν,unmatched
7610,MAT,13,27,21,τὰ,unmatched
14911,MAT,24,27,14,καὶ,unmatched
14915,MAT,24,27,18,υἱοῦ,unmatched
957,MAT,3,4,4,Ἰωάννης,unmatched
976,MAT,3,4,23,ἦν,unmatched
8275,MAT,14,4,4,ὁ,unmatched
8276,MAT,14,4,5,Ἰωάννης,unmatched
7794,MAT,13,36,9,ὁ,unmatched
7795,MAT,13,36,10,Ἰησοῦς,unmatched
7796,MAT,13,36,11,καὶ,unmatched
7803,MAT,13,36,18,Φράσον,unmatched
15090,MAT,24,36,7,τῆς,unmatched
15102,MAT,24,36,19,πατὴρ,unmatched
15103,MAT,24,36,20,μου,unmatched
7983,MAT,13,45,8,ἀνθρώπῳ,unmatched
15248,MAT,24,45,13,αὐτοῦ,unmatched
15251,MAT,24,45,16,θεραπείας,unmatched
15254,MAT,24,45,19,διδόναι,unmatched
10061,MAT,17,6,5,ἔπεσον,unmatched
8134,MAT,13,54,14,ἐκπλήττεσθαι,unmatched
18534,MAT,28,6,14,ὁ,unmatched
18535,MAT,28,6,15,Κύριος,unmatched
10206,MAT,17,15,10,πάσχει,unmatched
18681,MAT,28,15,4,τὰ,unmatched
4495,MAT,9,11,5,εἶπον,unmatched
4499,MAT,9,11,9,Δια,unmatched
2016,MAT,5,22,12,εἰκῆ,unmatched
2022,MAT,5,22,18,δ᾽,unmatched
2034,MAT,5,22,30,δ᾽,unmatched
10365,MAT,17,24,5,Καπερναούμ,unmatched
10374,MAT,17,24,14,εἶπον,unmatched
10380,MAT,17,24,20,τὰ,unmatched
4686,MAT,9,20,2,ἰδού,unmatched
2225,MAT,5,31,3,ὅτι,unmatched
2614,MAT,6,5,3,προσεύχῃ,unmatched
2616,MAT,6,5,5,ἔσῃ,unmatched
2617,MAT,6,5,6,ὥσπερ,unmatched
2634,MAT,6,5,23,ἂν,unmatched
2641,MAT,6,5,30,ὅτι,unmatched
4966,MAT,9,38,4,κυρίου,unmatched
12333,MAT,21,3,10,κύριος,unmatched
12337,MAT,21,3,14,εὐθέως,unmatched
17335,MAT,26,72,4,μεθ᾽,unmatched
2803,MAT,6,14,13,πατὴρ,unmatched
12476,MAT,21,12,3,ὁ,unmatched
12480,MAT,21,12,7,ἱερὸν,unmatched
12481,MAT,21,12,8,τοῦ,unmatched
12482,MAT,21,12,9,θεοῦ,unmatched
3155,MAT,6,32,6,ἐπιζητεῖ,unmatched
3159,MAT,6,32,10,πατὴρ,unmatched
12837,MAT,21,30,1,καὶ,unmatched
12847,MAT,21,30,11,Ἐγώ,unmatched
12848,MAT,21,30,12,κύριε,unmatched
12849,MAT,21,30,13,καὶ,unmatched
12850,MAT,21,30,14,οὐκ,unmatched
18390,MAT,27,64,10,μήποτε,unmatched
18394,MAT,27,64,14,αὐτοῦ,unmatched
18395,MAT,27,64,15,νυκτὸς,unmatched
5020,MAT,10,2,24,Ἰωάννης,unmatched
12272,MAT,20,34,7,ὀφθαλμῶν,unmatched
12277,MAT,20,34,12,αὐτῶν,unmatched
12278,MAT,20,34,13,οἱ,unmatched
12279,MAT,20,34,14,ὀφθαλμοὶ,unmatched
5135,MAT,10,11,3,δ᾽,unmatched
551,MAT,2,7,2,Ἡρῴδης,unmatched
557,MAT,2,7,8,παρ᾽,unmatched
15454,MAT,25,9,6,Μήποτε,unmatched
15455,MAT,25,9,7,οὐκ,unmatched
15461,MAT,25,9,13,δὲ,unmatched
14503,MAT,23,39,8,ἀπ᾽,unmatched
14513,MAT,23,39,18,κυρίου,unmatched
745,MAT,2,16,2,Ἡρῴδης,unmatched
765,MAT,2,16,22,πάσιν,unmatched
7067,MAT,12,48,6,εἰπόντι,unmatched
7498,MAT,13,22,18,τούτου,unmatched
9709,MAT,16,18,20,ᾅδου,unmatched
15004,MAT,24,31,8,φωνῆς,unmatched
15015,MAT,24,31,19,ἀπ᾽,unmatched
9901,MAT,16,27,4,υἱὸς,unmatched
9909,MAT,16,27,12,πατρὸς,unmatched
7886,MAT,13,40,16,τούτου,unmatched
15165,MAT,24,40,3,ἔσονται,unmatched
15169,MAT,24,40,7,ὁ,unmatched
15173,MAT,24,40,11,ὁ,unmatched
9949,MAT,17,1,2,μεθ᾽,unmatched
9960,MAT,17,1,13,Ἰωάννην,unmatched
9970,MAT,17,1,23,κατ᾽,unmatched
15304,MAT,24,49,6,ἐσθίειν,unmatched
15307,MAT,24,49,9,πίνειν,unmatched
18446,MAT,28,1,10,Μαρία,unmatched
18452,MAT,28,1,16,Μαριὰ,unmatched
1748,MAT,5,8,9,θεὸν,unmatched
10116,MAT,17,10,1,καὶ,unmatched
10121,MAT,17,10,6,αὐτοῦ,unmatched
10129,MAT,17,10,14,Ἠλίαν,unmatched
4403,MAT,9,6,8,υἱὸς,unmatched
4415,MAT,9,6,20,Ἐγερθεὶς,unmatched
10277,MAT,17,19,7,κατ᾽,unmatched
10280,MAT,17,19,10,Δια,unmatched
18748,MAT,28,19,13,πατρὸς,unmatched
18751,MAT,28,19,16,υἱοῦ,unmatched
18754,MAT,28,19,19,ἁγίου,unmatched
18755,MAT,28,19,20,πνεύματος,unmatched
4578,MAT,9,15,13,ἐφ᾽,unmatched
4580,MAT,9,15,15,μετ᾽,unmatched
4590,MAT,9,15,25,ἀπ᾽,unmatched
4750,MAT,9,24,1,λέγει,unmatched
4751,MAT,9,24,2,αὐτοῖς,unmatched
2307,MAT,5,35,19,βασιλέως,unmatched
17271,MAT,26,67,12,ἐρράπισαν,unmatched
4883,MAT,9,33,13,ὅτι,unmatched
2429,MAT,5,44,9,εὐλογειτε,unmatched
2430,MAT,5,44,10,τοὺς,unmatched
2431,MAT,5,44,11,καταρωμένους,unmatched
2432,MAT,5,44,12,ὑμᾶς,unmatched
2433,MAT,5,44,13,καλῶς,unmatched
2434,MAT,5,44,14,ποιεῖτε,unmatched
2435,MAT,5,44,15,τοὺς,unmatched
2436,MAT,5,44,16,μισοῦντας,unmatched
2437,MAT,5,44,17,ὑμᾶς,unmatched
2442,MAT,5,44,22,ἐπηρεαζόντων,unmatched
2443,MAT,5,44,23,ὑμᾶς,unmatched
2444,MAT,5,44,24,καὶ,unmatched
2714,MAT,6,9,1,Οὕτως,unmatched
2724,MAT,6,9,11,ἁγιασθήτω,unmatched
18021,MAT,27,41,2,δὲ,unmatched
18022,MAT,27,41,3,καὶ,unmatched
12391,MAT,21,7,9,ἐπάνω,unmatched
12395,MAT,21,7,13,αὐτῶν,unmatched
2871,MAT,6,18,9,πατρί,unmatched
2876,MAT,6,18,14,κρυπτῷ,unmatched
2879,MAT,6,18,17,πατήρ,unmatched
2885,MAT,6,18,23,κρυπτῷ,unmatched
2888,MAT,6,18,26,ἐν,unmatched
2889,MAT,6,18,27,τῷ,unmatched
2890,MAT,6,18,28,φανερῷ,unmatched
12560,MAT,21,16,2,εἶπον,unmatched
12034,MAT,20,20,17,παρ᾽,unmatched
12205,MAT,20,29,5,Ἰεριχὼ,unmatched
6572,MAT,12,25,3,ὁ,unmatched
6573,MAT,12,25,4,Ἰησοῦς,unmatched
6582,MAT,12,25,13,καθ᾽,unmatched
6591,MAT,12,25,22,καθ᾽,unmatched
14387,MAT,23,34,3,ἰδού,unmatched
14397,MAT,23,34,13,καὶ,unmatched
624,MAT,2,11,6,εὗρον,unmatched
6970,MAT,12,43,11,δι᾽,unmatched
7242,MAT,13,8,14,ἑκατόν,unmatched
228,MAT,1,15,10,Ματθάν,unmatched
229,MAT,1,15,11,Ματθὰν,unmatched
7402,MAT,13,17,16,εἶδον,unmatched
14765,MAT,24,17,6,καταβαινέτω,unmatched
14767,MAT,24,17,8,τι,unmatched
9605,MAT,16,13,8,Καισαρείας,unmatched
9614,MAT,16,13,17,με,unmatched
9618,MAT,16,13,21,εἰναι,unmatched
9620,MAT,16,13,23,υἱὸν,unmatched
408,MAT,1,24,1,διεγερθεὶς,unmatched
421,MAT,1,24,14,κυρίου,unmatched
14885,MAT,24,26,5,Ἰδού,unmatched
14892,MAT,24,26,12,Ἰδού,unmatched
9803,MAT,16,22,12,κύριε,unmatched
7785,MAT,13,35,19,κόσμου,unmatched
15076,MAT,24,35,6,παρελεύσονται,unmatched
7944,MAT,13,44,1,Πάλιν,unmatched
7967,MAT,13,44,24,πάντα,unmatched
7970,MAT,13,44,27,πωλεῖ,unmatched
15228,MAT,24,44,9,ὥρᾳ,unmatched
15232,MAT,24,44,13,υἱὸς,unmatched
10033,MAT,17,5,4,ἰδού,unmatched
10039,MAT,17,5,10,ἰδού,unmatched
10048,MAT,17,5,19,υἱός,unmatched
10056,MAT,17,5,27,ἀκούετε,unmatched
18508,MAT,28,5,5,εἰπεν,unmatched
4321,MAT,9,1,4,τὸ,unmatched
10186,MAT,17,14,3,αὐτῶν,unmatched
10194,MAT,17,14,11,αὐτῷ,unmatched
10195,MAT,17,14,12,Καὶ,unmatched
10196,MAT,17,14,13,λέγων,unmatched
18673,MAT,28,14,10,αὐτὸν,unmatched
4478,MAT,9,10,9,ἰδού,unmatched
1998,MAT,5,21,9,δ᾽,unmatched
4679,MAT,9,19,5,ἠκολούθησεν,unmatched
17003,MAT,26,53,6,ἄρτι,unmatched
17006,MAT,26,53,9,πατέρα,unmatched
17011,MAT,26,53,14,πλείους,unmatched
17012,MAT,26,53,15,ἢ,unmatched
17014,MAT,26,53,17,λεγεῶνας,unmatched
2220,MAT,5,30,30,βληθῇ,unmatched
4825,MAT,9,28,23,κύριε,unmatched
2358,MAT,5,39,9,ἀλλ᾽,unmatched
2361,MAT,5,39,12,ῥαπίσει,unmatched
2362,MAT,5,39,13,ἐπί,unmatched
2366,MAT,5,39,17,σιαγόνα,unmatched
2599,MAT,6,4,11,πατήρ,unmatched
2606,MAT,6,4,18,αὑτὸς,unmatched
2609,MAT,6,4,21,ἐν,unmatched
2610,MAT,6,4,22,τῷ,unmatched
2611,MAT,6,4,23,φανερῷ,unmatched
17314,MAT,26,71,3,αὐτὸν,unmatched
17325,MAT,26,71,14,καὶ,unmatched
12305,MAT,21,2,3,Πορεύθητε,unmatched
12310,MAT,21,2,8,ἀπέναντι,unmatched
12313,MAT,21,2,11,εὐθέως,unmatched
12319,MAT,21,2,17,μετ᾽,unmatched
2776,MAT,6,13,13,ὅτι,unmatched
2777,MAT,6,13,14,σοῦ,unmatched
2778,MAT,6,13,15,ἐστιν,unmatched
2779,MAT,6,13,16,ἡ,unmatched
2780,MAT,6,13,17,βασιλεία,unmatched
2781,MAT,6,13,18,καὶ,unmatched
2782,MAT,6,13,19,ἡ,unmatched
2783,MAT,6,13,20,δύναμις,unmatched
2784,MAT,6,13,21,καὶ,unmatched
2785,MAT,6,13,22,ἡ,unmatched
2786,MAT,6,13,23,δόξα,unmatched
2787,MAT,6,13,24,εἰς,unmatched
2788,MAT,6,13,25,τοῦς,unmatched
2789,MAT,6,13,26,αἰῶνας,unmatched
2790,MAT,6,13,27,ἀμήν,unmatched
4260,MAT,8,32,10,τὴν,unmatched
4261,MAT,8,32,11,ἀγέλην,unmatched
4262,MAT,8,32,12,τῶν,unmatched
4263,MAT,8,32,13,χοίρων,unmatched
4265,MAT,8,32,15,ἰδού,unmatched
4270,MAT,8,32,20,τῶν,unmatched
4271,MAT,8,32,21,χοίρων,unmatched
18089,MAT,27,45,13,ἐννάτης,unmatched
18217,MAT,27,54,6,μετ᾽,unmatched
18227,MAT,27,54,16,γενόμενα,unmatched
18232,MAT,27,54,21,θεοῦ,unmatched
18233,MAT,27,54,22,υἱὸς,unmatched
11929,MAT,20,15,1,ἢ,unmatched
11933,MAT,20,15,5,ποιῆσαι,unmatched
11939,MAT,20,15,11,εἰ,unmatched
12127,MAT,20,24,1,Καὶ,unmatched
14158,MAT,23,20,12,πάσιν,unmatched
12262,MAT,20,33,5,ἀνοιχθῶσιν,unmatched
12264,MAT,20,33,7,οἱ,unmatched
12265,MAT,20,33,8,ὀφθαλμοί,unmatched
6662,MAT,12,29,15,διἁρπάσαι,unmatched
7161,MAT,13,3,8,Ἰδού,unmatched
14489,MAT,23,38,1,ἰδού,unmatched
14495,MAT,23,38,7,ἔρημος,unmatched
14561,MAT,24,3,6,Ὄρους,unmatched
14568,MAT,24,3,13,κατ᾽,unmatched
14584,MAT,24,3,29,τῆς,unmatched
7049,MAT,12,47,5,Ἰδού,unmatched
147,MAT,1,10,1,Ἑζεκίας,unmatched
156,MAT,1,10,10,Ἀμών,unmatched
157,MAT,1,10,11,Ἀμὼν,unmatched
161,MAT,1,10,15,Ἰωσίαν,unmatched
7300,MAT,13,12,16,ἀπ᾽,unmatched
9529,MAT,16,8,6,αὐτοῖς,unmatched
9538,MAT,16,8,15,ἐλάβετε,unmatched
316,MAT,1,19,12,παραδειγματίσαι,unmatched
14817,MAT,24,21,9,ἀπ᾽,unmatched
9664,MAT,16,17,1,καὶ,unmatched
9673,MAT,16,17,10,Βαρ,unmatched
9674,MAT,16,17,11,Ἰωνᾶ,unmatched
9682,MAT,16,17,19,ἀλλ᾽,unmatched
9684,MAT,16,17,21,πατήρ,unmatched
7646,MAT,13,30,4,μέχρι,unmatched
7651,MAT,13,30,9,τῷ,unmatched
14966,MAT,24,30,7,υἱοῦ,unmatched
14970,MAT,24,30,11,τῷ,unmatched
14983,MAT,24,30,24,υἱὸν,unmatched
9878,MAT,16,26,3,ὠφελεῖται,unmatched
10095,MAT,17,9,4,ἀπὸ,unmatched
10110,MAT,17,9,19,υἱὸς,unmatched
10115,MAT,17,9,24,ἀναστῇ,unmatched
18577,MAT,28,9,1,ὡς,unmatched
18578,MAT,28,9,2,δὲ,unmatched
18579,MAT,28,9,3,ἐπορεύοντο,unmatched
18580,MAT,28,9,4,ἀπαγγεῖλαι,unmatched
18581,MAT,28,9,5,τοῖς,unmatched
18582,MAT,28,9,6,μαθηταῖς,unmatched
18583,MAT,28,9,7,αὐτοῦ,unmatched
18585,MAT,28,9,9,ἰδού,unmatched
18586,MAT,28,9,10,ὁ,unmatched
18588,MAT,28,9,12,ἀπήντησεν,unmatched
4387,MAT,9,5,6,Ἀφέωνταί,unmatched
4388,MAT,9,5,7,σοι,unmatched
4393,MAT,9,5,12,Ἔγειραι,unmatched
4550,MAT,9,14,6,Ἰωάννου,unmatched
4552,MAT,9,14,8,Δια,unmatched
4559,MAT,9,14,15,πολλά,unmatched
2098,MAT,5,25,13,μετ᾽,unmatched
2099,MAT,5,25,14,αὐτοῦ,unmatched
2100,MAT,5,25,15,μήποτέ,unmatched
2110,MAT,5,25,25,σε,unmatched
2111,MAT,5,25,26,παραδῷ,unmatched
17720,MAT,27,22,4,Πιλᾶτος,unmatched
17722,MAT,27,22,6,οὐν,unmatched
17729,MAT,27,22,13,αὐτῷ,unmatched
17256,MAT,26,66,7,εἰπον,unmatched
4176,MAT,8,27,17,αὐτῷ,unmatched
11621,MAT,19,27,5,εἰπεν,unmatched
11623,MAT,19,27,7,Ἰδού,unmatched
17385,MAT,26,75,7,τοῦ,unmatched
